crop,soil_type,season,temperature_c,humidity_pct,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,solar_radiation,wind_speed_kmh,field_area_ha,irrigation_needed,disease_risk,fertilizer_rec,yield_tons_ha
Groundnut,Clay,Kharif,34,40.4,248.3,6.01,14.1,75.8,34.1,62.5,10.1,5.9,6.63,1,Medium,Urea,2.13
Wheat,Black,Kharif,22.8,40.4,279.2,7.5,19.9,57,68.1,31.4,13.8,11.4,8.96,1,Low,Urea,2.75
Sugarcane,Laterite,Kharif,34,34.6,1225.4,4.89,45.6,75.5,21.5,76.6,10.1,4.6,49.46,0,Medium,Balanced NPK,68.53
Rice,Clay,Rabi,31.2,42.1,2078.3,6.4,36,46.6,60.1,60,24.4,9.3,36.42,0,Medium,Urea,4.13
Rice,Alluvial,Zaid,38.4,73.2,2236,8.47,40.1,50,61.8,32.9,18.5,13.1,2.94,0,High,Balanced NPK,4.58
Wheat,Sandy Loam,Kharif,18.2,87.3,399.4,7.58,113.7,78.3,36.4,30.3,16.3,1.3,35.34,0,Medium,Balanced NPK,3.4
Maize,Alluvial,Zaid,37.8,82.9,1438.2,5.34,83.2,53.2,27.3,46.7,25.2,17.9,20.9,0,High,Balanced NPK,5.32
Rice,Clay,Rabi,31.2,74.5,2300.4,6.51,10.8,7.3,40.3,15.5,26.6,13.6,15.71,0,High,"Urea, DAP",4.33
Cotton,Red,Rabi,43.9,37.2,1092.3,5.43,65.8,59.3,12,18.2,29.5,20.7,8.13,1,Medium,MOP,1.85
Rice,Black,Kharif,25.3,48.8,2108,6.14,63,72.9,8.4,22.3,22.8,6.8,42.08,1,Medium,MOP,4.27
Groundnut,Alluvial,Zaid,34,50.1,507.5,7.62,24.8,64.7,13.4,64.2,19.2,22.6,3.66,0,Medium,"Urea, MOP",2.38
Rice,Alluvial,Rabi,43,46.2,2351.4,7.58,97.9,48.8,19,46,16.1,25,14.85,0,High,MOP,4.28
Sugarcane,Laterite,Zaid,18.1,63.5,1928.3,5.41,101.3,55.3,42.8,10.7,14.4,23,15.67,0,Medium,Balanced NPK,70.26
Rice,Laterite,Zaid,43.1,64.8,2365.1,8.19,103.7,79.3,68.7,57.1,14.3,19.4,8.46,0,High,Balanced NPK,4.41
Rice,Laterite,Kharif,35.6,53.2,1756.2,6.87,104.7,11.8,22.7,39.7,18.2,20.3,25.66,0,High,DAP,4.99
Soybean,Clay,Rabi,17,53,1035.8,6.02,10,55,75.1,45.8,29.8,14.3,1.08,0,Low,Urea,2.52
Sugarcane,Red,Rabi,24,83.9,2357.8,6.51,134,26.3,76.6,25,10,4.8,15.4,1,High,Balanced NPK,70.69
Maize,Alluvial,Rabi,36.2,81.3,833.8,6.92,115.8,53,76.9,48.6,13.9,16.9,46.71,0,High,Balanced NPK,4.79
Potato,Sandy Loam,Zaid,17,50,964,6.74,127.5,50.6,67.8,78.5,13.8,17.8,15.87,0,Low,Balanced NPK,20.79
Rice,Laterite,Rabi,32.5,89.4,1811.9,6.45,12,16.5,32.3,15.1,24.3,24.6,18.34,0,High,"Urea, DAP",4.75
Rice,Red,Rabi,25.4,91.9,1960.2,6.52,131.4,20.5,10.5,29.9,17,13.5,23.92,0,High,MOP,4.69
Rice,Clay,Zaid,33.6,51.2,2337.6,5.21,115.3,51.6,47.7,27,19.1,6.8,28.3,0,High,Balanced NPK,4.57
Barley,Red,Rabi,16.4,53,671,7.75,118.8,14.6,46.9,27.4,13,17.1,40.53,0,Low,DAP,2.6
Rice,Laterite,Rabi,41.1,62.9,2035.4,6.67,22.1,24.9,68.7,36.5,18.1,24.5,9.92,0,High,Urea,4.66
Rice,Black,Zaid,44.2,91.2,1898.7,5.02,106,67.6,79.7,67.3,12.1,4.4,43.65,0,High,Balanced NPK,4.47
Maize,Alluvial,Rabi,44.1,87,346.7,7.56,134.8,29.5,43.1,73.9,20.7,8.1,38,0,High,Balanced NPK,5.04
Maize,Laterite,Kharif,37.5,36.7,1090.6,8.23,98.2,41.6,30.9,24.2,12,13.5,36.27,1,Medium,Balanced NPK,5.24
Barley,Sandy Loam,Zaid,18.9,55.5,850.4,8.29,84.2,75.6,18.9,48,25.8,4.3,4.8,0,Low,MOP,2.86
Maize,Alluvial,Rabi,37.7,66,900.3,5.98,132.9,22,5.4,54.6,21.3,0.6,1.57,0,Medium,MOP,5.04
Sugarcane,Red,Kharif,15.7,62.7,2460.8,5.04,67.6,34.2,43.2,46.5,24.5,8.4,29.9,0,Medium,Balanced NPK,69.86
Sugarcane,Sandy Loam,Zaid,15.7,42.6,1678.4,6.57,87.9,50.5,46.7,40.4,18.4,21.6,43.23,0,Low,Balanced NPK,69.88
Sugarcane,Alluvial,Rabi,24.7,85.8,1850.7,4.95,71.9,61.7,66.9,23.4,17.6,1.1,29.43,0,High,Balanced NPK,68.94
Rice,Sandy Loam,Zaid,29.7,74,2446.2,8.24,131.3,72.6,42.8,44.2,12,10.7,11.06,0,High,Balanced NPK,4.26
Soybean,Red,Kharif,38.1,84.5,1067.6,5.23,19.9,73.7,73.7,38.1,20.5,19.1,4.98,0,High,Urea,2.51
Rice,Laterite,Zaid,35.5,85.8,2044.2,5.51,75.1,63.2,52.1,65.7,20.3,23.8,35.13,0,High,Balanced NPK,4.69
Tomato,Sandy Loam,Rabi,28.4,78.6,1199.4,6.13,99.3,22.1,68,63.5,19.4,24.6,36.23,0,Medium,Balanced NPK,24.82
Sugarcane,Laterite,Kharif,23.2,58.5,2199.9,6.03,112.9,6.9,16.1,19.4,24.8,10.5,9.04,1,Medium,"DAP, MOP",71.36
Maize,Red,Zaid,44.9,69.7,615.5,7.68,85.8,33.8,69.2,16.2,26.7,23.8,1.9,1,Medium,Balanced NPK,5.03
Rice,Red,Rabi,27.8,40.4,2379.7,6.33,128.2,15.6,55.6,73.6,25,0.9,20.71,0,Low,DAP,4.58
Groundnut,Sandy Loam,Rabi,28.5,73.8,703.2,5.18,132.5,58.3,17.8,47.5,12.9,18.6,29.34,0,Medium,MOP,1.62
Potato,Sandy Loam,Kharif,19.9,41.7,950.3,5.57,18.4,54.6,19.2,70,22.4,16.1,35.45,0,Low,"Urea, MOP",19.3
Rice,Red,Kharif,38.8,75.1,1939.2,6.54,62.3,8.3,74.5,14.1,11.6,6.2,40.59,0,High,DAP,3.96
Soybean,Sandy Loam,Zaid,35.8,44.9,1105.6,5.09,13,67.7,7.4,46.9,23.9,12.7,30.72,0,Medium,"Urea, MOP",2.87
Sugarcane,Sandy Loam,Rabi,21.6,37.6,1598.9,6.95,52.8,23.7,39.7,47.8,17.6,3.2,5.99,0,Medium,Balanced NPK,69.97
Sugarcane,Sandy Loam,Kharif,17.5,40.7,1222.5,6.76,79.8,37.4,28.5,70.2,12.6,21.8,34.29,0,Low,Balanced NPK,69.96
Rice,Clay,Rabi,35.4,30.1,1907.5,7.36,128.4,55.1,54.9,16.8,27.2,8.9,49.22,1,Medium,Balanced NPK,4.15
Maize,Sandy Loam,Zaid,34.6,76.7,725.2,8.25,120.1,37.2,68,26.8,22.3,15.7,45.33,0,High,Balanced NPK,4.91
Wheat,Alluvial,Kharif,23.2,77.6,334.5,8.15,26.6,38.1,32,38.5,17.1,4,43.65,0,Medium,Urea,3.58
Soybean,Red,Zaid,43.5,63.5,889.8,8.28,22.1,9.9,37,70.6,10.6,5.2,15.46,0,Medium,"Urea, DAP",2.31
Sugarcane,Red,Zaid,19.5,40.5,1290.9,5.48,86.6,35.1,78.6,75.7,20.7,24.8,37.66,0,Low,Balanced NPK,69.5
Groundnut,Black,Kharif,28,35.4,586.4,5.03,79.2,62.4,63.8,79.5,28.5,18.8,42.63,1,Low,Balanced NPK,1.87
Soybean,Laterite,Zaid,43.3,31.2,1016,5.71,44.6,73.6,72.3,77.1,21.9,24,34.08,0,Medium,Balanced NPK,2.39
Tomato,Black,Rabi,27.6,40.8,1120,8.08,126.9,36,37.9,10.4,29.4,7.4,12.9,1,Low,Balanced NPK,25.22
Maize,Sandy Loam,Kharif,34.2,87.9,332,8.39,130.6,36.8,22.6,13.3,12.7,4.1,47.71,1,High,Balanced NPK,4.33
Rice,Sandy Loam,Rabi,26.9,45.7,1541.6,7.94,62.3,57.7,35.9,20.3,21.4,12.6,22.82,1,Medium,Balanced NPK,4.51
Sugarcane,Alluvial,Zaid,23.2,53,2234,4.94,125.7,75.7,58.7,34.4,26,12.4,6.93,0,Medium,Balanced NPK,69.8
Groundnut,Alluvial,Kharif,44.5,36.8,549,8.29,59.9,25,13.2,68.1,20.5,4.4,5.93,1,Medium,MOP,1.82
Rice,Alluvial,Rabi,27.3,44.5,1575,6.19,105.8,38,25.3,72.5,11.8,18.3,32.55,0,Medium,Balanced NPK,4.74
Rice,Alluvial,Rabi,41.8,63.7,1728.9,4.54,71.9,64.7,8.5,23.1,21.7,9,22.17,1,High,MOP,4.06
Potato,Alluvial,Rabi,21.9,69.5,1164.5,6.27,25.9,50.7,37.4,53.4,22.2,4.7,5.18,0,Low,Urea,19.88
Sugarcane,Alluvial,Rabi,21.4,45.9,1812.5,4.68,130.6,13.3,67.1,74.2,24.6,8.3,37.15,0,Medium,DAP,70.11
Barley,Alluvial,Rabi,15.9,33.8,1144.7,6.68,69,52.1,6.8,42.5,25.2,14.1,40.07,0,Low,MOP,2.97
Maize,Alluvial,Zaid,34.6,55.4,1360.7,5.85,105.5,19,55.6,17.2,25.4,18.2,36.41,0,Medium,DAP,5.22
Wheat,Clay,Zaid,26.1,45.2,216.9,6.39,57.7,43.3,74.9,42,23.3,12,10.51,1,Low,Balanced NPK,3.36
Rice,Alluvial,Zaid,40.9,44.3,1791,6.95,12.5,44.7,22.8,36.3,14.3,13.1,34.64,0,High,Urea,4.66
Rice,Red,Zaid,29.2,92.4,1721.1,7.98,23.1,70.7,57,50.4,18.1,3.5,1.03,0,High,Urea,4.17
Tomato,Alluvial,Zaid,44,70.1,288.3,7.15,74.5,39.7,78.1,40.7,25.5,22.9,15.6,0,High,Balanced NPK,25.32
Tomato,Laterite,Zaid,20.6,66.2,1047,6.24,99.7,26,77.2,11.2,29.1,23.2,20.24,0,Low,Balanced NPK,24.71
Rice,Alluvial,Zaid,41.1,57,2451.8,7.78,53.5,22.3,22.6,79.6,11.6,17.1,41.84,0,High,Balanced NPK,4.57
Maize,Clay,Rabi,38.3,57.9,1167.7,8.12,100.4,70.6,12.5,48,20.7,0.4,19.82,0,Medium,MOP,4.77
Maize,Sandy Loam,Zaid,38.1,65.2,1354.5,4.98,100.8,17.8,16.1,43.2,16.3,13.4,1.06,0,Medium,"DAP, MOP",4.47
Rice,Clay,Rabi,40.3,75.3,2292.8,6.63,101.5,36.9,57.7,76.8,14.5,15.7,17.94,0,High,Balanced NPK,4.35
Rice,Clay,Kharif,37.8,75.6,1849.7,5.64,74,19,59.4,20.9,20.1,24.9,25.2,0,High,DAP,4.45
Rice,Sandy Loam,Zaid,33.8,41.2,1538.8,4.69,128.9,63,55.6,23.2,22.1,24.9,47.48,1,High,Balanced NPK,4.91
Potato,Alluvial,Rabi,18.9,62.5,2035,7.17,73.6,40.6,30.2,66.6,10.2,21.4,47.08,0,Low,Balanced NPK,20.48
Barley,Alluvial,Kharif,16,56.8,2188,7.95,68.5,31.3,17.7,28.3,25.6,1.6,9.45,0,Low,MOP,2.74
Sugarcane,Sandy Loam,Kharif,42.6,86.6,1250.8,5.15,35.9,32.1,48.6,65.9,26.4,23.8,9.66,0,High,Urea,68.7
Cotton,Laterite,Rabi,33.5,71,1292.7,7.75,50,68.9,41.3,29,29.3,15.3,8.59,0,High,Balanced NPK,1.39
Cotton,Black,Rabi,38.9,64.6,1087.9,7.91,15.5,46.5,59.7,12.3,13.6,20,39.55,1,Medium,Urea,2
Rice,Red,Rabi,29.4,37.5,2423.4,8.16,92.4,58.8,38.1,46.2,21.9,10.2,0.8,0,Medium,Balanced NPK,4.69
Sugarcane,Sandy Loam,Zaid,18.5,69.4,1803.5,5.56,42.3,72.3,30.4,23.8,18.5,8,6.8,1,Medium,Balanced NPK,69.15
Wheat,Alluvial,Kharif,18.8,37.6,391.4,8.12,49.5,72.6,27,63,16.7,11.6,27.13,1,Low,Balanced NPK,2.81
Rice,Red,Zaid,35.6,51.9,2184.8,5.78,110.2,29.6,20.9,54.9,21.3,3.7,12.75,0,High,Balanced NPK,4.81
Sugarcane,Alluvial,Zaid,27.9,39.3,1305.3,6.71,52.5,76.4,24.9,74.7,25.6,8.9,5.07,0,Low,Balanced NPK,69.32
Wheat,Black,Zaid,21,75,358.1,4.7,41.5,6.9,12.1,64.8,10.5,21.4,18.31,0,Medium,"DAP, MOP",3.02
Cotton,Black,Kharif,29.7,43.4,1464.3,4.68,32,33.3,31,22.7,29.4,0.9,14.07,1,Low,Urea,1.91
Potato,Sandy Loam,Kharif,16.9,55.5,1159.5,7.38,110.7,72.2,7.7,66,26.2,3.8,25.8,0,Low,MOP,19.42
Rice,Red,Kharif,32.5,88.2,2218.8,6.28,26.9,25.6,19,54.9,25,3.1,48.97,0,High,"Urea, MOP",4.75
Potato,Clay,Rabi,23.1,43.3,669.2,5.53,69,25.5,61,56.8,25.2,10.1,6.65,0,Low,Balanced NPK,20.6
Rice,Red,Zaid,38.9,63,2100.9,5.26,75.9,27.7,29.4,68.3,17.8,24.9,18.95,0,High,Balanced NPK,4.51
Tomato,Clay,Rabi,24.3,57.3,1482.7,7.18,99.4,50.9,55.1,50.2,25,4.3,46.63,0,Low,Balanced NPK,25
Groundnut,Black,Rabi,28.7,31.2,325.6,4.5,92.3,37.9,58.8,42.6,17.7,3.6,43.91,1,Low,Balanced NPK,2
Potato,Alluvial,Zaid,15.3,81.5,2435.2,7.72,115.4,59.5,48.6,54.6,28,22.9,20.02,0,High,Balanced NPK,20.07
Sugarcane,Clay,Kharif,17.2,34.5,1379,4.82,15.8,72.1,76.9,30.9,13.5,22.1,35.1,0,Low,Urea,68.56
Soybean,Clay,Zaid,26.8,60.8,869,5.27,48.5,55.6,6.6,22.8,15.8,0.8,4.85,0,Low,MOP,2.14
Sugarcane,Sandy Loam,Rabi,29.4,66.4,1279.6,6.04,46.4,20.3,60.4,53.2,21,18.8,35.77,0,Low,Balanced NPK,69.43
Rice,Laterite,Kharif,33,70.8,2173.1,6.44,29,75,76.9,26.4,16.4,16.4,48.66,1,High,Urea,4.51
Soybean,Black,Kharif,23.7,74.8,901.3,5.92,47.6,24.8,69.7,15.6,18.5,19.2,27.11,0,Medium,Balanced NPK,2.18
Cotton,Clay,Rabi,35.8,46.5,643.2,5.78,50.3,16.2,17.6,10,19.8,12.4,25.18,1,Medium,"DAP, MOP",1.38
Tomato,Black,Kharif,40.8,30.6,496.9,8.36,77.8,11.7,29.5,52.6,27.1,24.8,9.77,1,Medium,DAP,24.64
Maize,Sandy Loam,Kharif,38.4,77,885.1,7.07,96.3,47.3,17.9,35.4,20.5,1.1,31.87,0,High,MOP,4.6
Sugarcane,Alluvial,Zaid,16.2,64.8,1994.1,4.59,59.5,13.5,50.1,62.7,17.2,5.9,29.73,0,Medium,DAP,69.38
Sugarcane,Red,Zaid,29.4,84.3,1284.7,6.22,103.5,15.4,58.4,36.3,15,9.9,32.77,0,Medium,DAP,69.18
Soybean,Black,Rabi,18.1,83.4,723.2,8,53.7,27.5,28.8,44,18.2,11.2,1.79,0,Medium,Balanced NPK,2.12
Wheat,Sandy Loam,Rabi,22.3,84.8,582.2,5.71,47.7,26.1,45.5,38.5,20.3,23,27.66,0,Medium,Balanced NPK,3.6
Maize,Sandy Loam,Rabi,44.6,61.5,965.3,4.88,80.4,50.3,56.8,55.5,24.9,14,29.95,0,Medium,Balanced NPK,4.9
Soybean,Sandy Loam,Kharif,19.3,51.7,2361.8,7.53,13.1,66.3,36.6,34.9,12.4,1.1,10.77,0,Medium,Urea,2.52
Soybean,Red,Rabi,30,81.5,989,6.92,20.4,62.1,69.1,77.5,14.4,10.2,10.81,0,Medium,Urea,2.44
Rice,Black,Zaid,33.5,59.3,2472.7,6.78,64.3,24.7,62.9,75.5,17.6,10.4,14.17,0,Medium,Balanced NPK,4.3
Maize,Clay,Kharif,36.1,41.9,1316,4.71,132.6,23.4,9.8,69.4,17.2,24.1,35.73,0,Medium,MOP,5.33
Maize,Sandy Loam,Rabi,31.8,85.6,612.1,5.06,103.8,77.4,51.6,74.4,17.8,15,30.51,0,High,Balanced NPK,4.81
Sugarcane,Red,Kharif,15.3,87.4,2249.6,6.99,21.5,5.6,22.6,41.4,25.9,15.9,42.37,0,High,"Urea, DAP",69.02
Sugarcane,Alluvial,Kharif,24.8,60.3,1258.8,5.33,120,71,46.8,47.6,16.5,17.8,15.14,0,Low,Balanced NPK,70.27
Rice,Laterite,Kharif,30.5,34.9,1832.2,6.52,105.2,20,76.8,61.9,20,19.3,45.65,0,Medium,Balanced NPK,3.94
Sugarcane,Black,Rabi,17.6,55.2,2462.5,6.68,89.4,76,70.9,58.7,22.5,15.9,37.31,0,Medium,Balanced NPK,70.02
Wheat,Red,Kharif,25.5,82.2,315.4,5.63,116.6,30.7,35.3,72.3,14.6,5.9,20.05,0,Medium,Balanced NPK,3.05
Wheat,Laterite,Kharif,16,88.6,422.4,8.29,62.5,38,26.9,60.1,24.4,21.9,5.22,0,Medium,Balanced NPK,3.07
Potato,Laterite,Kharif,17.4,43.2,1857.1,7.87,38.8,58,22.6,79.9,20.9,18.3,13.22,0,Medium,Urea,19.61
Tomato,Red,Zaid,26.9,34.4,848.2,7.39,76.6,49.1,44.9,34.4,18.9,18.5,47.86,0,Low,Balanced NPK,25.01
Potato,Clay,Rabi,19,87,623.9,4.81,81.3,28.8,13.6,68.3,26.2,24.9,15.86,0,Medium,MOP,20.18
Groundnut,Clay,Zaid,32,55.3,290.5,4.92,80,46.5,46.2,58.8,14.9,20.1,16.83,0,Medium,Balanced NPK,2.12
Maize,Red,Kharif,35.7,65.2,250.2,6.47,83.5,59.8,5.1,58.4,27.7,20.7,9.88,0,Medium,MOP,4.9
Rice,Red,Kharif,39,92.9,1981.3,5.14,133.3,8.2,29.3,32.8,21.2,23.8,40.44,0,High,DAP,4.7
Wheat,Sandy Loam,Zaid,21,34.3,509.2,8.41,127.3,5.8,21.5,65,22.2,3.8,14.14,1,Low,DAP,3.42
Sugarcane,Alluvial,Kharif,20,72.1,1275.8,5.13,123.8,39.4,77.8,73,27.5,12.4,16.85,0,Medium,Balanced NPK,70.15
Sugarcane,Clay,Zaid,18.1,34.8,1593.6,6.45,114.2,14.9,59.5,25.3,26.4,14.5,21.01,1,Medium,DAP,70.73
Maize,Sandy Loam,Kharif,34.1,54.4,1185.2,5.96,132.6,54.8,31.2,53.8,22,8.2,21.97,0,Medium,Balanced NPK,4.33
Groundnut,Laterite,Kharif,36.2,82.2,262.3,7.06,22.8,21.1,12,37.4,25.1,21,20.86,0,High,"Urea, MOP",1.99
Sugarcane,Laterite,Kharif,15.9,58.2,2002.1,5.02,44.5,37.5,43.8,79.3,18.7,19.1,25.44,0,Medium,Balanced NPK,69.26
Tomato,Laterite,Kharif,43.1,94.8,224.2,6.22,74.4,19.8,21,43.5,20.9,18,40.82,0,High,DAP,24.52
Sugarcane,Red,Rabi,16.6,66.3,1952.3,5.6,120,46.1,45.2,26,11.2,24.9,41.05,0,Medium,Balanced NPK,70.24
Rice,Black,Rabi,31.2,50.9,2254.6,8.05,75.7,13.7,67.7,36.7,11.8,6.5,40.02,0,Medium,DAP,4.74
Maize,Sandy Loam,Rabi,36.3,44.3,1195.5,4.66,107.2,6.7,51.2,55.8,26.6,18.4,5.51,0,Medium,DAP,4.91
Cotton,Black,Zaid,41.1,52.8,1431.7,8.15,28.1,8.8,52.5,15.3,11.2,13.8,40.08,0,Medium,"Urea, DAP",1.97
Soybean,Alluvial,Zaid,36.4,54.2,1297.1,7.83,42.8,76.6,45.6,52.3,13.4,7.8,6.45,0,Medium,Balanced NPK,2.78
Maize,Alluvial,Zaid,39.1,34.5,1095.2,5.69,105.1,15.7,74.5,75.2,25.9,4,6.67,0,Medium,DAP,5.41
Rice,Sandy Loam,Zaid,25.2,54,2241.1,7.66,31.4,58.1,74.9,69.5,10,22.4,47.42,0,Medium,Urea,4.79
Rice,Laterite,Rabi,39.4,60.2,2256,4.62,55.7,10.1,43.5,14.7,15.6,14.9,41.06,0,High,DAP,4.86
Potato,Clay,Zaid,17.4,77,972.4,8.37,44.4,13.1,27.9,79.5,21.7,20.6,27.84,0,Medium,DAP,19.57
Rice,Alluvial,Zaid,41.8,72.7,1614.7,6.61,55.5,43.2,39.5,58.9,21.9,13.6,43.81,0,High,Balanced NPK,4.37
Rice,Black,Zaid,31.4,76.1,2331.9,5.71,102.1,39.9,19,21.4,25.5,5.5,49.47,0,High,MOP,3.76
Rice,Black,Kharif,39.5,30.5,2412.7,5.95,57.8,76.4,52.7,10.9,20.1,8.4,30.73,1,Medium,Balanced NPK,4.16
Cotton,Clay,Zaid,28.6,44.1,1370.6,4.77,82.2,75.9,42.5,22,20.2,9.5,30.84,1,Low,Balanced NPK,2.15
Soybean,Red,Kharif,34.3,73,1241.5,8.46,23,63.5,12.7,68.7,24.5,24.3,37.84,0,High,"Urea, MOP",2.27
Maize,Laterite,Zaid,30.8,61.5,841,4.66,114.7,50.2,19.8,11.5,20,0.1,11.99,0,Medium,MOP,5.1
Rice,Red,Zaid,36.9,30.3,2405.4,7.12,58.1,39.1,41,26.3,22.2,24.6,8.77,1,Medium,Balanced NPK,4.55
Wheat,Sandy Loam,Kharif,17.4,82.3,528.5,6.27,94.3,31.7,71.6,63,28,24.5,38.1,0,Medium,Balanced NPK,3.58
Potato,Alluvial,Zaid,16.8,80.2,1533.6,8.3,104.3,76,47.5,51,18,24.9,17.57,0,High,Balanced NPK,19.3
Potato,Clay,Kharif,22.4,65.6,849.9,5.48,37.3,50.2,56.1,64.8,17.7,11.9,7.19,0,Low,Urea,19.89
Potato,Clay,Zaid,19.8,34.3,841.7,6.63,125,48.4,30.4,62.2,10.1,24.1,16.09,0,Low,Balanced NPK,20.24
Maize,Clay,Zaid,41.2,79.8,1131.4,6.43,90.1,22.4,47.9,13.5,22.3,9.9,18.25,1,High,Balanced NPK,4.75
Tomato,Red,Kharif,21.6,67.9,2497.2,7.31,65.7,8.5,38.6,72.5,10.6,0.7,48.28,0,Medium,DAP,25.16
Cotton,Red,Rabi,44.3,80.8,326.4,4.77,33.7,75.9,54.4,25.9,20.1,5.6,35.05,1,High,Urea,1.35
Rice,Sandy Loam,Kharif,25.1,78.9,1530.6,5.28,132.5,28.5,8.8,48.7,26.1,23.6,26.78,0,High,MOP,4.83
Wheat,Black,Rabi,20.5,82.2,389.9,5.36,108.2,38.2,42,55.1,21,0.3,48.46,0,Medium,Balanced NPK,2.55
Cotton,Black,Kharif,38.7,63.7,555.4,7.45,37,13.6,27.2,21.8,15.4,13.6,45.21,1,Medium,"Urea, DAP",1.51
Sugarcane,Sandy Loam,Rabi,34.8,39.1,1211,5.26,53.9,67.8,29.5,78.3,25.7,1.9,25.84,0,Medium,Balanced NPK,69.3
Sugarcane,Clay,Zaid,29.9,73.6,1374.1,6.79,115.3,7.1,77.1,44.2,15.4,7.2,45.33,0,Medium,DAP,70.4
Maize,Black,Rabi,31.7,70.3,795.2,5.36,100.4,67.5,18.7,14,24.7,2.2,20.51,0,High,MOP,4.43
Maize,Sandy Loam,Zaid,36.6,78.2,927.9,7.95,109.6,15.5,28.3,75.6,22.2,21.5,11.91,0,High,DAP,5.3
Wheat,Black,Kharif,21.9,41,400,8.27,67.4,71.5,43.2,51,13.4,14.8,12.02,1,Low,Balanced NPK,3.39
Maize,Sandy Loam,Rabi,44.9,42.7,897.4,6.57,103.1,59.7,69.7,58.9,28.1,22.6,33.28,0,Medium,Balanced NPK,5.59
Rice,Black,Zaid,44.2,87.9,2423.1,5.91,60.2,17.4,36.3,46.8,14,17.2,25.3,0,High,DAP,4.69
Rice,Clay,Kharif,34.5,78.7,2372.8,5.44,37.5,47.4,60.8,68.4,29.8,24.3,33.12,0,High,Urea,4.23
Barley,Red,Rabi,21,89,970.2,4.7,92.2,28.4,69.2,12.3,10.1,12.7,34.46,1,Medium,Balanced NPK,2.46
Rice,Red,Zaid,35.4,79.3,1513,5.57,136.9,18.4,28.3,28.8,15.3,16,1.6,0,High,DAP,4.4
Soybean,Clay,Rabi,17.2,68.8,2292.1,7.12,50.4,69.4,34.5,42.9,14,14.4,3.17,0,Medium,Balanced NPK,3.14
Wheat,Black,Rabi,15.9,72.5,214.2,6.63,69.9,35.3,31.7,15.4,10.3,12.1,26.87,1,Medium,Balanced NPK,3.21
Tomato,Clay,Zaid,22.7,87.8,2064.6,8.28,97.6,34.9,67.5,59.4,24.6,21.1,9.96,0,High,Balanced NPK,24.89
Rice,Sandy Loam,Zaid,28.9,67.6,2381.2,6.09,80.4,17.7,8.3,37.6,23.9,16.1,31.81,0,Medium,"DAP, MOP",4.91
Maize,Red,Kharif,41,71.1,410,7.28,119.6,33.7,28.1,29.1,25.8,20,27.83,1,High,Balanced NPK,4.66
Maize,Alluvial,Zaid,36.8,40.2,571.3,6.46,109,70.4,56,10.2,15.1,19.7,29.5,1,Medium,Balanced NPK,5.19
Rice,Black,Zaid,37.3,60.8,2409.7,6.55,17.6,32.2,47.4,60.4,18.9,4.8,15.47,0,High,Urea,4.62
Sugarcane,Alluvial,Rabi,27.8,76.6,1436.3,5.57,139.8,76.4,37.7,68.4,23.2,16.3,32.17,0,Medium,Balanced NPK,70.66
Wheat,Alluvial,Zaid,25.4,47.6,232.7,6.32,107.8,76,45.5,37.7,18.8,5,41.56,1,Low,Balanced NPK,3.47
Tomato,Laterite,Rabi,26.1,43.1,792.6,6.38,122.3,15.9,19.8,49.5,23.9,14.6,49.9,0,Low,"DAP, MOP",25.15
Maize,Alluvial,Rabi,44.6,50.4,1234.9,7.33,94.7,18.3,37.3,25.9,22.7,16.9,42,0,Medium,DAP,4.58
Potato,Alluvial,Zaid,16.2,45.7,1793.7,8.26,121.3,69.7,42.6,53.6,12.3,24.9,28.1,0,Medium,Balanced NPK,19.8
Rice,Clay,Zaid,41,44,1886.3,5.82,24.6,34.5,72.6,10.8,25.6,0.8,10.07,1,Medium,Urea,4.7
Rice,Laterite,Zaid,32.4,57.6,2489.5,4.67,55.2,5.3,24.6,44.2,24.4,2.3,34.23,0,High,DAP,5
Tomato,Laterite,Zaid,28.2,89,861.3,6.49,123.9,25.5,70.1,55.1,23.1,1.9,46.91,0,Medium,Balanced NPK,24.82
Sugarcane,Laterite,Kharif,36.8,63,1437.9,6.68,36.2,49.8,53.3,74.3,13.1,10,10.99,0,Medium,Urea,69.14
Sugarcane,Sandy Loam,Rabi,29.6,42.2,1426.6,5.17,20.2,64.9,6.5,36.7,15.4,20.5,13.17,0,Low,"Urea, MOP",68.48
Maize,Laterite,Kharif,41.2,35,1133,7.54,112.5,15,59.3,63.6,17.9,21.1,7.88,0,Medium,DAP,4.77
Maize,Clay,Kharif,42,75.3,589.1,8.44,118.6,13.3,7.7,51.8,15.6,18.4,36.97,0,High,"DAP, MOP",5.27
Rice,Sandy Loam,Rabi,27.7,54.9,2448.2,8.28,31.1,74.2,79.8,74.9,14.6,22.4,20.62,0,Medium,Urea,4.83
Sugarcane,Black,Kharif,23.3,83.4,2162.6,5.29,121.1,61.3,70.4,37.9,26.1,8.1,3.6,0,High,Balanced NPK,69.46
Maize,Sandy Loam,Zaid,32.8,72.9,1346.2,8,99.3,49.2,27.3,32.3,22.8,2.2,43.81,0,High,Balanced NPK,4.62
Rice,Black,Zaid,42.4,81.8,1587.5,7.32,77.6,62.7,24.3,72.1,21.3,1.5,28.1,0,High,Balanced NPK,4.07
